sub cond rt
51 1 0.346958
51 1 0.488012
51 2 0.504183
51 1 0.535663
51 1 0.437817
51 1 0.447551
51 1 0.401581
51 2 0.589111
51 2 0.449286
51 2 0.362421
51 2 0.525876
51 1 0.474387
51 2 0.47923
51 2 0.392044
51 2 0.390955
51 2 0.371193
51 1 0.402389
51 1 0.562594
51 1 0.404143
51 2 0.375616
51 1 0.402904
51 1 0.53433
51 2 0.404499
52 2 0.533283
52 1 0.424351
52 1 0.547472
52 1 0.488992
52 1 0.375531
52 2 0.45967
52 1 0.548515
52 1 0.548391
52 1 0.457408
52 2 0.545321
52 1 0.59886
52 2 0.482413
52 2 0.787723
52 2 0.655389
52 2 0.592276
52 1 0.571866
52 1 0.409629
52 1 0.442343
52 2 0.586862
52 2 0.523284
52 2 0.537496
52 1 0.647001
52 1 0.624621
52 2 0.578881
52 1 0.47908
52 1 0.566461
52 1 0.475343
52 2 0.500613
52 2 0.492333
52 1 0.491856
52 2 0.515409
52 1 0.482996
52 2 0.570707
52 2 0.638918
52 2 0.616501
52 1 0.555449
52 1 0.43931
52 1 0.560785
52 2 0.557701
52 2 0.72258
52 2 0.68122
52 2 0.54195
52 2 0.411442
52 2 0.405797
52 1 0.344602
52 1 0.550091
52 1 0.563641
52 1 0.391923
52 1 0.616654
52 2 0.492382
52 2 0.627893
52 1 0.447336
52 1 0.536893
52 2 0.494364
52 1 0.517921
52 2 0.550568
52 1 0.474315
52 2 0.514508
52 1 0.409353
52 2 0.524175
52 1 0.506367
52 2 0.45725
52 1 0.481092
52 2 0.948912
52 2 0.518273
52 1 0.516496
52 2 0.563386
52 1 0.48726
52 1 0.598795
52 2 0.592543
52 1 0.588957
52 2 0.392478
52 2 0.556006
52 2 0.546036
52 2 0.415556
52 2 0.682437
52 1 0.402673
52 1 0.365503
52 2 0.506262
52 2 0.559868
52 1 0.519179
52 1 0.434916
52 1 0.500427
52 2 0.557855
52 2 1.13077
52 2 0.48125
52 1 0.489387
52 1 0.584929
52 1 0.66847
52 1 0.39672
52 1 0.456204
52 2 0.528045
52 2 0.446237
52 1 0.546562
52 2 0.553812
52 2 0.630675
52 1 0.644279
52 1 0.397861
52 1 0.664348
52 2 0.577293
52 1 0.413506
52 2 0.480303
52 1 0.488508
52 2 0.472382
52 2 0.551615
52 1 0.484481
52 1 0.947997
52 1 0.537675
52 1 0.529394
52 1 0.535599
52 1 0.487733
52 1 0.511215
52 2 0.536348
52 2 0.589895
52 2 1.065477
52 1 1.498632
52 2 0.450469
52 1 0.698606
52 2 1.117934
52 1 0.452381
52 2 0.629234
52 2 0.631452
52 2 0.569702
52 2 1.250242
52 1 0.515329
52 2 0.553312
52 2 0.430083
52 1 0.45622
52 1 0.451345
52 2 0.596194
52 2 0.502582
52 1 0.430963
52 2 0.512143
52 2 0.470981
52 1 0.399175
52 1 0.410651
52 1 0.507674
52 2 0.45054
52 2 0.578862
52 2 0.588596
52 1 0.646567
52 1 0.456141
52 1 0.40907
52 1 0.387908
52 2 0.479358
52 2 0.401837
52 2 0.508691
52 1 0.547552
52 1 0.465098
52 1 0.537927
52 2 0.558477
52 1 0.523362
52 2 0.46555
52 1 0.442398
52 2 0.531887
52 2 0.570175
52 1 0.553239
52 1 0.435968
52 1 0.454519
52 2 0.650273
52 1 0.411813
52 2 0.536483
52 2 0.515609
52 2 0.474421
52 1 0.55462
52 1 0.703514
52 2 0.822467
52 1 0.827328
52 1 0.421678
52 1 0.432639
52 1 0.474794
52 2 0.59498
52 2 0.470588
52 2 0.478752
52 2 0.652804
52 2 0.653518
52 1 0.718464
52 2 0.527172
52 2 0.461375
52 2 0.499284
52 2 0.570855
52 2 0.479019
52 1 0.392458
52 1 0.429386
52 1 0.401648
52 2 0.5245
52 1 0.42969
52 1 0.479865
52 2 0.503037
53 2 0.575358
53 1 0.475189
53 1 0.521818
53 1 0.440618
53 1 0.634748
53 2 0.644944
53 1 0.559163
53 1 0.490272
53 1 0.490213
53 2 0.594357
53 1 0.534598
53 2 0.500706
53 2 0.660169
53 2 0.677861
53 2 0.590702
53 2 0.489887
53 1 0.562043
53 1 0.497396
53 1 0.507558
53 2 0.531048
53 2 0.442678
53 2 0.57278
53 1 0.481609
53 1 0.610437
53 2 0.541936
53 1 0.531096
53 1 0.632069
53 1 0.586946
53 2 0.523968
53 2 0.584918
53 1 0.548115
53 2 0.474259
53 1 0.468007
53 2 0.483643
53 2 0.491734
53 2 0.579933
53 1 0.575771
53 1 0.468599
53 1 1.069418
53 2 0.582409
53 2 0.619284
53 2 0.530963
53 2 0.601289
53 2 0.580817
53 2 0.68651
53 1 0.486704
53 1 0.606825
53 1 0.53735
53 1 0.564256
53 1 0.583795
53 2 0.50615
53 2 0.577618
53 1 0.519272
53 1 0.566093
53 2 0.523581
53 1 0.521374
53 2 0.615538
53 1 0.594536
53 2 0.510709
53 1 0.485195
53 2 0.557332
53 1 0.530831
53 2 0.593686
53 1 0.493838
53 2 0.755479
53 2 0.681043
53 2 0.544507
53 1 0.51864
53 2 0.549448
53 1 0.627663
53 1 0.478466
53 2 0.637419
53 1 0.683539
53 2 0.540334
53 2 0.570522
53 2 0.566921
53 2 0.580421
53 2 0.473343
53 1 0.545102
53 1 0.51123
53 2 0.57469
53 2 0.486561
53 1 0.536438
53 1 0.883759
53 1 0.572037
53 2 0.662372
53 2 0.591934
53 1 0.664794
53 1 0.458231
53 1 0.419689
53 1 0.486492
53 1 0.550599
53 2 0.444094
53 2 0.534229
53 1 0.469845
53 2 0.591333
53 2 0.619564
53 1 0.571261
53 1 0.504152
53 1 0.551574
53 2 0.549064
53 1 0.659249
53 2 0.508745
53 1 0.556277
53 2 0.583724
53 2 0.53987
53 1 0.490057
53 1 0.498175
53 1 0.474363
53 1 0.484615
53 1 0.556714
53 1 0.449378
53 1 0.419486
53 2 0.555121
53 2 0.488588
53 2 0.464751
53 1 0.802225
53 2 0.533774
53 1 0.515799
53 2 0.440493
53 1 0.498634
53 2 0.508514
53 2 0.612042
53 2 0.527545
53 2 0.567164
53 1 0.44401
53 2 0.630131
53 2 0.576985
53 1 0.460808
53 1 0.446399
53 2 0.520564
53 2 0.499536
53 1 0.527844
53 2 0.614671
53 2 0.561198
53 1 0.478718
53 1 0.543492
53 1 0.52051
53 2 0.463361
53 2 0.582746
53 2 0.494402
53 1 0.472768
53 1 0.537581
53 1 0.5789
53 1 0.543731
53 2 0.565941
53 2 0.60433
53 2 0.663832
53 1 0.497367
53 1 0.521487
53 1 0.49632
53 2 0.544452
53 1 0.534608
53 2 0.780774
53 1 0.488705
53 2 0.528856
53 2 0.647653
53 1 0.554665
53 1 0.439629
53 1 0.425024
53 2 0.534744
53 1 0.548843
53 2 0.468467
53 2 0.542797
53 2 0.491968
53 1 0.46809
53 1 0.524892
53 2 0.555692
53 1 0.577245
53 1 0.478048
53 1 0.598857
53 1 0.52859
53 1 0.550252
53 2 0.419854
53 2 0.518643
53 2 0.509432
53 2 0.554388
53 2 0.48624
53 1 0.413346
53 2 0.466635
53 2 0.572076
53 2 0.492206
53 2 0.532394
53 2 0.459188
53 1 0.500792
53 1 0.625841
53 1 0.485439
53 2 0.596578
53 1 0.502348
53 1 0.645846
53 2 0.584048
54 1 0.849358
54 1 0.603908
54 1 0.543405
54 1 0.525578
54 2 0.88438
54 1 0.627754
54 1 0.488152
54 1 0.645707
54 2 0.791966
54 1 0.996281
54 2 0.775667
54 2 0.628462
54 2 0.472735
54 2 0.457562
54 2 0.386965
54 1 0.68709
54 1 0.411347
54 1 0.507154
54 2 0.682631
54 2 0.420828
54 2 0.687455
54 1 0.503678
54 1 0.623214
54 2 0.449977
54 1 0.45208
54 1 0.564444
54 2 0.427815
54 2 0.840136
54 1 0.594382
54 2 0.406542
54 1 0.443637
54 2 0.736915
54 2 0.623118
54 1 0.460753
54 1 0.462213
54 1 0.927694
54 2 0.566666
54 2 0.668128
54 2 0.710154
54 2 0.497806
54 2 0.501237
54 1 0.524744
54 1 0.947542
54 1 0.585813
54 1 0.438206
54 1 0.66144
54 2 0.524096
54 2 0.674928
54 1 0.45207
54 2 0.493558
54 1 0.405662
54 2 0.949428
54 1 0.643923
54 2 1.734173
54 1 0.57974
54 2 0.712562
54 1 0.640138
54 2 0.826335
54 1 0.63724
54 2 0.657621
54 2 0.771146
54 2 0.561394
54 1 0.710863
54 2 0.574419
54 1 0.643264
54 2 0.549884
54 1 0.583827
54 2 1.108068
54 2 0.579727
54 2 0.515981
54 2 0.66747
54 2 0.636315
54 1 0.420309
54 2 0.488261
54 1 0.690488
54 1 0.804967
54 1 0.608547
54 2 0.570289
54 2 0.599069
54 2 0.675285
54 1 0.763177
54 1 0.592705
54 1 0.428879
54 1 0.583676
54 2 0.53211
54 1 0.664821
54 2 0.525842
54 1 0.729765
54 1 1.496727
54 1 0.881182
54 2 0.785157
54 1 0.637396
54 2 0.575581
54 1 0.764522
54 2 0.655634
54 2 0.6412
54 1 0.819379
54 1 0.653333
54 1 0.446835
54 1 1.04781
54 1 0.666092
54 1 0.523122
54 1 0.545905
54 2 0.608589
54 2 0.548109
54 2 0.514268
54 1 0.697739
54 1 0.410259
54 2 0.457328
54 2 0.752628
54 2 0.581181
54 2 0.526936
54 1 1.101771
54 2 0.749447
54 2 0.571676
54 1 0.704502
54 1 0.7553
54 2 0.608842
54 2 1.279274
54 1 0.914525
54 2 0.674148
54 2 1.026072
54 1 0.445003
54 1 0.599126
54 1 0.511437
54 2 0.806944
54 2 0.557795
54 2 0.620758
54 1 0.574543
54 1 0.659369
54 1 0.542956
54 1 0.653106
54 2 0.486665
54 2 0.547161
54 1 0.72132
54 1 0.528215
54 1 0.535012
54 2 0.557173
54 1 0.610678
54 2 0.429262
54 1 0.511919
54 2 0.567407
54 1 0.441182
54 1 0.602844
54 2 0.723983
54 1 0.546859
54 2 0.499781
54 2 0.65449
54 2 0.50392
54 1 0.423361
54 1 0.378117
54 2 0.614933
54 1 0.434438
54 1 0.404545
54 1 0.495943
54 1 0.688003
54 1 0.912218
54 2 0.431817
54 2 0.466575
54 2 0.635998
54 2 0.763015
54 2 0.789244
54 1 0.497508
54 2 0.581384
54 2 0.463
54 2 0.696464
54 2 0.648725
54 1 0.47435
54 1 0.471316
54 1 0.497269
54 1 0.716798
54 1 0.756324
54 2 0.657895
55 2 0.517331
55 1 0.553679
55 1 0.684312
55 1 0.61255
55 1 0.464011
55 2 0.817469
55 1 0.436389
55 1 0.9206
55 1 0.653662
55 2 0.47122
55 1 0.648023
55 2 0.57817
55 2 0.575021
55 2 0.537747
55 2 0.543853
55 2 0.670028
55 1 0.878922
55 1 0.591422
55 1 0.380609
55 2 0.601359
55 2 0.522334
55 2 0.529171
55 1 0.463948
55 1 0.584384
55 2 0.556568
55 1 0.698065
55 1 0.533806
55 1 0.435943
55 2 0.794869
55 2 0.44232
55 2 0.584541
55 1 0.4191
55 2 0.604432
55 2 1.210879
55 1 0.438612
55 1 0.776724
55 1 0.629658
55 2 0.432473
55 2 0.626352
55 2 0.773485
55 2 0.739208
55 2 0.705471
55 2 0.534172
55 1 0.556301
55 1 0.657794
55 1 0.563318
55 1 0.636433
55 1 0.468643
55 2 0.501521
55 2 0.532999
55 1 0.835019
55 1 0.613255
55 2 0.568786
55 2 0.610313
55 1 0.665679
55 2 0.667137
55 1 0.860003
55 2 0.613635
55 1 0.697133
55 2 0.617409
55 1 0.604231
55 2 0.492213
55 2 0.564316
55 2 0.608671
55 1 0.58016
55 2 0.552998
55 1 0.870498
55 1 0.486386
55 2 0.59063
55 1 0.613025
55 2 1.008549
55 2 0.524194
55 2 0.681182
55 2 0.577018
55 2 0.509865
55 1 0.773319
55 1 0.826238
55 2 0.565167
55 2 0.555005
55 1 0.762606
55 1 0.537612
55 1 0.503764
55 2 0.498766
55 2 0.529877
55 2 0.600713
55 1 0.5962
55 1 0.552364
55 1 0.461857
55 1 0.599332
55 1 0.403482
55 2 0.542911
55 2 0.596074
55 1 0.632444
55 2 0.605296
55 2 0.62481
55 1 0.619472
55 1 0.630331
55 2 0.593169
55 1 0.661337
55 2 0.53383
55 1 0.700006
55 2 0.638701
55 2 0.632937
55 1 0.483763
55 1 1.258947
55 1 0.698934
55 1 0.763133
55 1 0.623601
55 1 0.601529
55 2 0.679938
55 2 0.560712
55 2 0.910236
55 1 0.749867
55 2 0.644098
55 1 0.788455
55 2 0.597358
55 1 0.441476
55 2 0.50644
55 2 0.696919
55 2 0.473103
55 2 0.844223
55 1 0.598456
55 2 0.906632
55 2 0.634241
55 1 0.588403
55 1 0.600491
55 2 0.483967
55 1 0.551838
55 2 0.533324
55 1 0.572905
55 1 0.665738
55 1 0.655559
55 2 0.705145
55 2 0.706041
55 2 0.618381
55 1 0.68842
55 1 0.632582
55 1 0.564824
55 1 1.17835
55 2 0.751408
55 2 0.644066
55 2 0.83729
55 1 0.639558
55 1 0.929742
55 1 0.512667
55 2 0.576143
55 1 0.460965
55 2 0.598431
55 1 0.858597
55 2 0.53922
55 2 1.041362
55 1 0.628712
55 1 0.586289
55 1 0.537582
55 2 0.812551
55 1 0.46412
55 2 0.522357
55 2 0.501354
55 2 0.571818
55 1 0.552638
55 1 0.542117
55 2 0.468351
55 1 1.069097
55 1 0.60613
55 1 0.54563
55 1 0.777617
55 1 0.534472
55 2 0.772651
55 2 0.513579
55 2 1.633097
55 2 1.257808
55 2 0.615576
55 1 1.307113
55 2 0.583585
55 2 0.620363
55 2 0.521844
55 2 1.192684
55 2 0.613052
55 1 0.4707
55 1 0.474048
55 1 0.506309
55 2 0.481742
55 1 0.651011
55 1 0.884548
55 2 0.49185
56 2 0.612337
56 1 0.52412
56 1 0.58779
56 1 0.391014
56 1 0.555164
56 2 0.808697
56 1 0.580329
56 1 0.637689
56 1 0.445111
56 2 0.623294
56 1 0.562199
56 2 0.482334
56 2 0.907192
56 2 0.482882
56 1 0.826749
56 1 0.64624
56 1 0.456233
56 2 0.647234
56 2 0.569498
56 1 0.838389
56 1 0.512687
56 2 0.504208
56 1 0.599712
56 1 0.847146
56 1 0.665468
56 2 0.501289
56 2 0.723121
56 2 0.576581
56 1 0.814663
56 2 0.699941
56 2 0.700141
56 2 0.820396
56 1 0.670399
56 1 0.679326
56 1 0.552253
56 2 0.829765
56 2 0.592768
56 2 0.776548
56 2 0.920624
56 2 0.751636
56 2 0.633465
56 1 0.53236
56 1 0.514215
56 1 0.857743
56 1 0.580722
56 1 0.53493
56 2 0.61135
56 2 0.534892
56 1 0.800343
56 1 0.779958
56 2 0.632943
56 1 0.499833
56 2 0.67788
56 2 0.50059
56 1 0.540125
56 2 0.682313
56 1 0.643241
56 2 0.6695
56 1 0.621407
56 2 0.708539
56 2 0.980159
56 2 0.995438
56 1 0.591847
56 2 0.484116
56 1 0.667221
56 1 0.908174
56 2 0.636745
56 1 1.09924
56 2 0.779614
56 2 0.568579
56 2 0.585393
56 2 0.533579
56 2 0.668471
56 2 0.876357
56 1 0.752556
56 1 0.629014
56 1 0.662961
56 2 0.868167
56 2 1.061203
56 2 0.638898
56 1 0.60114
56 1 0.460687
56 1 0.510178
56 1 0.660703
56 1 0.646291
56 2 0.640561
56 2 0.642795
56 1 0.631272
56 2 0.794363
56 2 0.702709
56 1 0.639201
56 1 0.521462
56 1 0.656329
56 2 0.545903
56 1 0.560102
56 2 0.821641
56 1 0.631636
56 2 0.68501
56 1 0.602765
56 1 0.60632
56 1 0.6579
56 1 0.580706
56 1 1.217632
56 1 0.726409
56 1 0.637345
56 2 0.87122
56 2 0.591211
56 1 0.478897
56 2 0.615755
56 1 1.158222
56 2 0.915302
56 1 0.586989
56 2 0.858137
56 2 0.563759
56 2 0.768313
56 2 0.620252
56 1 0.62311
56 2 0.690026
56 2 0.698292
56 1 0.602571
56 1 0.556106
56 2 0.713615
56 2 0.500118
56 1 0.651919
56 2 0.805516
56 2 0.593133
56 1 0.549365
56 1 0.594555
56 1 0.467636
56 2 0.756508
56 2 0.759928
56 2 0.752124
56 1 0.508782
56 1 0.564309
56 1 0.574167
56 1 0.555071
56 2 0.768613
56 1 0.630253
56 1 0.55315
56 1 0.702691
56 2 0.56625
56 1 0.595789
56 2 0.895044
56 1 0.631396
56 2 0.954295
56 2 0.631981
56 1 0.533816
56 1 0.531486
56 1 0.565069
56 2 0.791538
56 1 0.643863
56 2 0.487739
56 2 0.543711
56 2 0.605853
56 1 0.809476
56 1 0.541082
56 2 0.563283
56 1 0.640829
56 1 0.459072
56 1 0.372567
56 1 0.540706
56 1 0.674819
56 2 0.723793
56 2 0.450764
56 2 0.580234
56 2 0.753389
56 2 0.767805
56 1 0.724739
56 2 0.681099
56 2 0.945007
56 2 0.701904
56 2 0.621432
56 2 0.592347
56 1 0.492087
56 1 0.412808
56 1 0.724596
56 2 0.659512
56 1 0.625547
56 2 0.594337
57 2 0.462273
57 1 0.496926
57 1 0.677412
57 1 0.542391
57 2 0.572541
57 1 0.761426
57 1 0.777969
57 1 0.460444
57 2 0.589983
57 1 0.610176
57 2 0.605705
57 2 0.609282
57 2 0.680131
57 2 0.672988
57 2 0.513927
57 1 0.577432
57 1 0.522641
57 1 0.488719
57 2 0.592855
57 2 0.488002
57 2 0.479265
57 1 0.440029
57 1 0.538204
57 2 0.432381
57 1 0.451217
57 1 0.64885
57 1 0.547094
57 2 1.150775
57 2 0.529426
57 1 0.552273
57 2 0.501796
57 1 0.68041
57 2 0.669972
57 2 0.702885
57 2 0.462463
57 1 0.551969
57 1 0.645516
57 1 0.623754
57 2 0.594661
57 2 0.526882
57 2 0.601636
57 2 0.491073
57 2 0.579234
57 2 0.477351
57 1 0.422174
57 1 0.592997
57 1 0.709233
57 1 0.465773
57 1 0.597548
57 2 1.268025
57 2 0.661186
57 1 0.749937
57 1 0.476205
57 2 0.717063
57 1 0.548014
57 2 0.576245
57 1 0.444705
57 2 0.518827
57 1 0.693701
57 2 0.509958
57 1 0.485459
57 2 0.877661
57 1 0.541645
57 2 0.556039
57 2 0.489598
57 2 0.465929
57 1 0.531453
57 2 0.47431
57 1 0.571134
57 1 0.455017
57 2 0.660731
57 1 0.881884
57 2 0.618887
57 2 0.597785
57 2 0.530499
57 2 0.585363
57 2 0.565563
57 1 0.731127
57 1 0.474038
57 2 1.306924
57 2 0.453751
57 1 0.51226
57 1 0.37535
57 1 0.484181
57 2 0.9596
57 2 0.469302
57 2 0.470127
57 1 0.950973
57 1 0.412667
57 1 0.400133
57 1 0.46829
57 1 0.469113
57 2 0.397983
57 2 0.545079
57 1 0.396825
57 2 0.570021
57 2 0.470919
57 1 0.421962
57 1 0.432792
57 1 0.411597
57 2 0.447052
57 1 0.489265
57 2 0.449427
57 1 0.47557
57 2 0.655219
57 2 0.4008
57 1 0.412286
57 1 0.543788
57 1 0.445977
57 1 0.500661
57 1 0.460199
57 1 0.495183
57 1 0.495378
57 2 0.597724
57 2 0.529981
57 2 0.496879
57 1 0.631998
57 2 0.514912
57 1 0.553934
57 2 0.568535
57 1 0.49342
57 2 0.552471
57 2 0.43002
57 2 0.464835
57 2 0.427832
57 1 0.438716
57 2 0.599823
57 2 0.540054
57 1 0.530238
57 1 0.498596
57 2 0.482717
57 2 0.482468
57 1 0.531321
57 2 0.426176
57 2 0.629013
57 1 0.543909
57 1 0.446085
57 1 0.50443
57 2 0.583024
57 2 0.526256
57 2 0.661276
57 1 0.580606
57 1 0.480469
57 1 0.502198
57 1 0.573733
57 2 0.4576
57 2 0.479118
57 2 0.36793
57 1 0.732752
57 1 0.787708
57 1 0.45602
57 2 0.488496
57 1 0.360679
57 2 0.398117
57 1 0.50628
57 2 0.873808
57 2 0.51479
57 1 0.488518
57 1 0.425199
57 1 1.795927
57 2 0.622142
57 1 0.609029
57 2 0.452448
57 2 1.025501
57 2 0.612584
57 1 0.608103
57 1 0.419705
57 2 0.613565
57 1 0.705085
57 1 0.632678
57 1 0.763586
57 1 0.40064
57 1 0.660212
57 2 0.565822
57 2 0.475329
57 2 0.467139
57 2 0.524831
57 2 0.782053
57 1 0.523037
57 2 0.63952
57 2 0.465742
57 2 0.757003
57 2 0.490646
57 2 0.54588
57 1 0.586184
57 1 0.477336
57 1 0.567008
57 2 0.579896
57 1 0.443686
57 1 0.501836
57 2 0.549369
58 2 0.748293
58 1 1.001953
58 1 0.706297
58 1 0.601798
58 1 0.589384
58 2 0.68157
58 1 0.641409
58 1 0.612709
58 1 0.497001
58 1 0.455287
58 2 0.576732
58 2 0.580583
58 2 0.610296
58 2 0.829808
58 2 0.928817
58 1 0.919784
58 1 0.498513
58 1 0.454424
58 2 0.631912
58 2 0.46258
58 2 0.57607
58 1 0.540891
58 1 0.515024
58 2 0.802532
58 1 0.646149
58 1 1.590132
58 1 0.634706
58 2 1.19647
58 2 0.914722
58 1 1.065407
58 2 0.635009
58 1 0.626975
58 2 0.669995
58 2 0.838923
58 2 0.889255
58 1 0.43246
58 1 0.651263
58 1 0.884806
58 2 0.869106
58 2 0.998053
58 2 0.72338
58 2 0.582627
58 1 0.842584
58 1 1.252768
58 1 0.718515
58 1 0.563168
58 1 0.969879
58 2 0.650222
58 2 0.612417
58 1 0.786792
58 1 0.663008
58 2 1.00858
58 1 1.787303
58 2 1.014808
58 2 0.68918
58 1 0.457343
58 1 0.606342
58 2 0.534987
58 2 0.644162
58 2 0.487166
58 1 0.567304
58 2 0.604112
58 1 0.71162
58 1 0.791184
58 2 0.802724
58 1 0.863893
58 2 0.689529
58 2 0.601713
58 2 0.614217
58 2 0.592777
58 1 0.548947
58 1 0.659114
58 2 0.540596
58 2 0.545154
58 1 0.882649
58 1 0.417877
58 1 0.444632
58 2 0.617568
58 2 0.652424
58 2 0.532929
58 1 0.539736
58 1 0.537884
58 1 0.416056
58 1 0.651501
58 2 0.603289
58 1 0.452101
58 2 0.76055
58 1 0.438702
58 1 0.464808
58 1 0.641242
58 2 0.579516
58 1 0.6163
58 2 0.803801
58 1 0.519413
58 2 0.769895
58 2 0.926716
58 1 0.973683
58 1 0.498677
58 1 0.546767
58 1 0.440408
58 1 0.546571
58 1 0.683172
58 1 0.572073
58 2 0.481068
58 2 0.545852
58 1 0.542808
58 2 0.484955
58 1 0.402898
58 2 0.49692
58 1 0.616995
58 2 0.634379
58 2 0.764539
58 2 0.442142
58 2 0.853772
58 1 0.647417
58 2 0.660452
58 1 0.677006
58 1 0.472785
58 2 0.529571
58 2 0.580069
58 1 0.740496
58 2 0.577776
58 1 1.469438
58 1 0.534599
58 2 0.559977
58 2 0.53217
58 1 0.61425
58 1 0.449776
58 1 0.587148
58 1 0.455313
58 2 0.559788
58 2 0.500383
58 2 0.555862
58 1 0.545317
58 1 0.4635
58 1 0.448934
58 2 0.53009
58 1 0.376861
58 2 0.429638
58 2 0.520539
58 2 0.479379
58 1 0.486349
58 1 0.428323
58 1 0.673627
58 2 0.699931
58 1 0.380128
58 2 0.533426
58 2 0.639764
58 2 0.641929
58 1 0.476111
58 1 0.564956
58 2 0.626469
58 1 0.677321
58 1 0.549137
58 1 0.603319
58 1 0.632316
58 1 0.659101
58 2 1.00474
58 2 0.616401
58 2 0.651891
58 2 0.832591
58 2 0.701218
58 1 0.556724
58 2 0.57446
58 2 0.563298
58 2 0.824699
58 2 0.57964
58 2 0.552497
58 1 0.412413
58 1 0.628211
58 1 0.551844
58 2 0.565328
58 1 0.630243
58 1 0.905138
58 2 0.776782
59 2 0.448749
59 1 0.320947
59 1 0.399127
59 1 0.347238
59 1 0.465343
59 2 0.618828
59 1 0.525695
59 1 0.493108
59 1 0.344024
59 2 0.566146
59 1 0.411667
59 2 0.703135
59 2 0.574705
59 2 0.422675
59 2 0.584227
59 1 0.54842
59 1 0.413752
59 1 0.293983
59 2 0.478293
59 2 0.511115
59 1 0.582611
59 1 0.490413
59 2 0.458626
59 1 0.380101
59 1 0.454307
59 1 0.471776
59 2 0.558103
59 2 0.422169
59 1 0.568982
59 2 0.533836
59 2 0.40012
59 2 0.508328
59 2 0.554789
59 1 0.592303
59 1 0.500511
59 1 0.524004
59 2 0.618832
59 2 0.597721
59 2 0.566781
59 2 0.59641
59 2 0.576617
59 2 0.500378
59 1 0.347882
59 1 0.513013
59 1 0.400453
59 1 0.594587
59 1 0.459779
59 2 0.710773
59 2 0.790328
59 1 0.607391
59 1 0.618901
59 2 0.349764
59 1 0.466908
59 2 0.550276
59 1 0.457923
59 2 0.618393
59 1 0.333248
59 2 0.49205
59 1 0.532171
59 2 0.491017
59 1 0.539204
59 2 0.456843
59 2 0.45036
59 1 0.396507
59 2 0.920635
59 1 0.567608
59 1 0.668458
59 2 0.506675
59 1 0.505548
59 2 0.565169
59 2 0.462112
59 2 0.863609
59 1 0.759832
59 1 0.501431
59 2 0.58093
59 2 0.439361
59 1 0.467109
59 1 0.497787
59 1 0.793951
59 2 0.658335
59 2 0.681423
59 1 0.610328
59 1 0.476927
59 1 0.477669
59 1 0.622481
59 1 0.545411
59 2 0.503536
59 2 0.431023
59 1 0.420635
59 2 0.537954
59 2 0.496083
59 1 0.449324
59 1 0.43548
59 1 0.373598
59 2 0.570414
59 1 0.39923
59 2 0.522372
59 1 0.673197
59 2 0.559297
59 2 0.532801
59 1 0.41963
59 1 0.606432
59 1 0.912999
59 1 0.470156
59 1 0.678973
59 1 0.458709
59 1 0.516219
59 2 0.594219
59 2 0.582412
59 2 0.57126
59 1 0.384089
59 2 0.428273
59 1 0.391181
59 2 0.642868
59 1 0.421078
59 2 0.62814
59 2 0.783051
59 2 0.525071
59 1 0.667915
59 2 0.760969
59 1 0.510535
59 1 0.436216
59 2 0.598354
59 2 0.74654
59 1 0.449676
59 2 0.62782
59 2 0.526708
59 1 0.74156
59 1 0.715786
59 1 0.466528
59 2 0.619997
59 2 0.544608
59 2 0.650242
59 1 0.545811
59 1 0.439939
59 1 0.492879
59 1 0.453045
59 2 0.486508
59 2 0.39875
59 2 0.378886
59 1 0.407652
59 1 0.419099
59 1 0.37396
59 2 0.482656
59 1 0.659479
59 2 0.612027
59 1 0.519585
59 2 0.550394
59 2 0.483898
59 1 0.466255
59 1 0.425899
59 1 0.465294
59 2 0.490799
59 2 0.515453
59 2 0.658972
59 1 0.49249
59 1 0.532648
59 2 0.411482
59 1 0.430927
59 1 0.345742
59 1 0.503823
59 1 0.413838
59 1 0.441217
59 2 0.403435
59 2 0.470907
59 2 0.559693
59 2 0.551372
59 1 0.51101
59 2 0.425001
59 2 0.451808
59 2 0.505992
59 2 0.553448
59 2 0.59096
59 1 0.415912
59 1 0.462973
59 1 0.424911
59 1 0.394836
59 1 0.654961
59 2 0.61646
60 2 0.522336
60 1 0.607037
60 1 0.487392
60 1 0.695573
60 1 0.455761
60 2 0.425216
60 1 0.53997
60 1 0.556789
60 1 0.443035
60 2 0.50124
60 1 0.532724
60 2 0.595537
60 2 0.503715
60 2 0.513684
60 2 0.465216
60 2 0.474728
60 1 0.419459
60 1 0.369942
60 1 0.456695
60 2 0.666183
60 2 0.475205
60 2 0.539947
60 1 0.442116
60 1 0.492222
60 2 0.579382
60 1 0.496281
60 1 0.579812
60 1 0.448638
60 2 0.638963
60 2 0.549623
60 1 0.531792
60 2 0.706631
60 1 0.455125
60 2 0.553413
60 2 0.518923
60 2 0.476748
60 1 0.429521
60 1 0.464312
60 1 0.561784
60 2 0.455251
60 2 0.416721
60 2 0.615674
60 2 0.546622
60 2 0.712787
60 2 0.5598
60 1 0.429299
60 1 0.584118
60 1 0.427271
60 1 0.496134
60 1 0.525049
60 2 0.588019
60 2 0.44826
60 1 0.45678
60 1 0.394215
60 2 0.398333
60 1 0.386462
60 2 0.546384
60 1 0.460332
60 2 0.453843
60 1 0.415228
60 2 0.442647
60 1 0.500769
60 2 0.628243
60 1 0.687161
60 2 0.49714
60 2 0.537269
60 2 0.55223
60 1 0.43773
60 2 0.583869
